Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (in),qc,Precip (in),qc,Sol Rad (Ly/day),qc,Avg Vap Pres (mBars),qc,Max Air Temp (F),qc,Min Air Temp (F),qc,Avg Air Temp (F),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (F),qc,Avg Wind Speed (mph),qc,Wind Run (miles),qc,Avg Soil Temp (F),qc
6,Davis,Sacramento Valley,1/19/1992,019,0.05,F,0.00, ,70, ,8.3,H,42.7, ,36.7, ,38.5, ,100,H,95,H,100, ,39.8, ,3.5, ,84.7, ,48.4, 
6,Davis,Sacramento Valley,1/20/1992,020,0.05,F,0.00, ,69, ,7.9,H,41.4, ,35.7, ,37.9, ,100,H,93,H,100, ,38.6, ,3.5, ,83.0, ,48.0, 
6,Davis,Sacramento Valley,1/21/1992,021,0.05,F,0.00, ,125, ,8.1,H,48.0, ,34.9, ,38.6, ,100,H,82,H,100, ,38.9, ,3.4, ,82.7, ,47.8, 
6,Davis,Sacramento Valley,1/22/1992,022,0.06,F,0.00, ,39, ,7.7,H,38.2, ,35.3, ,36.7, ,100,H,100,H,100, ,37.9, ,3.4, ,81.6, ,47.5, 
6,Davis,Sacramento Valley,1/23/1992,023,0.06,F,0.00, ,38, ,7.4,H,37.1, ,35.1, ,35.9, ,100,H,99,H,100, ,36.7, ,3.4, ,81.4, ,47.2, 
6,Davis,Sacramento Valley,1/24/1992,024,-0.01, ,0.00, ,57, ,7.2, ,48.8, ,34.4, ,36.1, ,100, ,91, ,100, ,36.2, ,5.2, ,124.0, ,46.7, 
6,Davis,Sacramento Valley,1/25/1992,025,0.04,F,0.00, ,200, ,9.0,H,51.2, ,36.4, ,41.9, ,100,H,84,H,99, ,41.7, ,6.9, ,166.3, ,47.1, 
6,Davis,Sacramento Valley,1/26/1992,026,0.04,F,0.00, ,119, ,10.3,H,52.3, ,38.5, ,44.1, ,100,H,87,H,100, ,45.3, ,4.7, ,113.9, ,47.7, 
6,Davis,Sacramento Valley,1/27/1992,027,0.03,F,0.00, ,36, ,8.7,H,47.9, ,32.0, ,45.1, ,100,H,73,H,85, ,41.0, ,2.5, ,59.7, ,49.0, 
6,Davis,Sacramento Valley,1/28/1992,028,0.03, ,0.20, ,168, ,10.2, ,55.2, ,42.2, ,47.3, ,99, ,83, ,92, ,45.0, ,6.7, ,161.7, ,49.2, 
6,Davis,Sacramento Valley,1/29/1992,029,0.02, ,0.04, ,156, ,8.8, ,52.7, ,34.4, ,42.5, ,100, ,81, ,96, ,41.3, ,3.5, ,83.9, ,48.7, 
6,Davis,Sacramento Valley,1/30/1992,030,0.00, ,0.00, ,72, ,9.9, ,48.5, ,39.0, ,44.2, ,100, ,93, ,100, ,44.2, ,3.6, ,86.2, ,48.7, 
6,Davis,Sacramento Valley,1/31/1992,031,0.01, ,0.00, ,92, ,10.4, ,51.6, ,44.3, ,47.3, ,100, ,81, ,94, ,45.6, ,3.6, ,85.8, ,49.7, 
6,Davis,Sacramento Valley,2/1/1992,032,0.05, ,0.28, ,230, ,9.8, ,63.1, ,46.2, ,52.7, ,99, ,36, ,72, ,44.0, ,4.9, ,118.0, ,50.9, 
6,Davis,Sacramento Valley,2/2/1992,033,0.10, ,0.00, ,301, ,7.5, ,61.8, ,41.5, ,49.8, ,88, ,34, ,62, ,37.2, ,8.9, ,212.4, ,50.4, 
6,Davis,Sacramento Valley,2/3/1992,034,0.15, ,0.00, ,309, ,5.5, ,67.9, ,33.1, ,50.9, ,100, ,16, ,43, ,29.5, ,9.5, ,229.0, ,49.6, 
6,Davis,Sacramento Valley,2/4/1992,035,0.08, ,0.00, ,290, ,6.6, ,62.3, ,38.1, ,48.6, ,89, ,33, ,57, ,33.9, ,4.1, ,97.3, ,49.6, 
6,Davis,Sacramento Valley,2/5/1992,036,0.07, ,0.00, ,269, ,7.3, ,62.5, ,34.2, ,48.8, ,97, ,36, ,62, ,36.6, ,4.0, ,95.9, ,49.3, 
6,Davis,Sacramento Valley,2/6/1992,037,0.03, ,0.04, ,97, ,9.8, ,58.4, ,47.5, ,52.1, ,96, ,54, ,74, ,44.0, ,5.2, ,124.7, ,50.6, 
6,Davis,Sacramento Valley,2/7/1992,038,0.03, ,0.04, ,162, ,12.3, ,61.1, ,48.3, ,53.7, ,99, ,71, ,87, ,50.0, ,3.0, ,71.9, ,51.8, 
6,Davis,Sacramento Valley,2/8/1992,039,0.03, ,0.00, ,141, ,12.6, ,61.7, ,52.1, ,55.9, ,96, ,65, ,82, ,50.7, ,4.8, ,115.4, ,53.3, 
6,Davis,Sacramento Valley,2/9/1992,040,0.04, ,0.43, ,118, ,11.3, ,60.9, ,49.8, ,54.7, ,96, ,53, ,77, ,47.8, ,7.0, ,167.0, ,53.3, 
6,Davis,Sacramento Valley,2/10/1992,041,0.04, ,1.77, ,120, ,11.7, ,57.9, ,49.9, ,52.9, ,93, ,75, ,85, ,48.7, ,14.8, ,355.0, ,52.8, 
6,Davis,Sacramento Valley,2/11/1992,042,0.10, ,0.98, ,257, ,11.3, ,64.7, ,48.9, ,55.7, ,91, ,49, ,74, ,47.7, ,12.2, ,292.1, ,52.5, 
6,Davis,Sacramento Valley,2/12/1992,043,0.04, ,1.81, ,181, ,12.0, ,60.8, ,50.8, ,54.5, ,94, ,65, ,83, ,49.4, ,8.4, ,202.4, ,53.2, 
6,Davis,Sacramento Valley,2/13/1992,044,0.06, ,0.16, ,219, ,10.6, ,60.6, ,46.8, ,53.1, ,96, ,58, ,77, ,46.2, ,6.3, ,151.2, ,53.2, 
6,Davis,Sacramento Valley,2/14/1992,045,0.02, ,0.83, ,62, ,10.3, ,54.8, ,43.6, ,49.5, ,92, ,77, ,86, ,45.3, ,10.3, ,246.8, ,51.9, 
6,Davis,Sacramento Valley,2/15/1992,046,0.06, ,0.16, ,218, ,9.4, ,56.7, ,44.5, ,48.6, ,94, ,54, ,80, ,42.8, ,7.8, ,188.0, ,51.7, 
6,Davis,Sacramento Valley,2/16/1992,047,0.03, ,0.43, ,160, ,10.6, ,56.2, ,45.5, ,49.7, ,95, ,75, ,87, ,46.0, ,8.0, ,192.1, ,51.5, 
6,Davis,Sacramento Valley,2/17/1992,048,0.05, ,0.00, ,233, ,10.7, ,59.0, ,46.5, ,51.2, ,99, ,58, ,84, ,46.4, ,4.7, ,112.4, ,52.4, 
6,Davis,Sacramento Valley,2/18/1992,049,0.01, ,0.39, ,122, ,11.9, ,58.7, ,45.9, ,51.6, ,98, ,74, ,91, ,49.0, ,4.1, ,97.9, ,52.5, 
6,Davis,Sacramento Valley,2/19/1992,050,0.01, ,0.71, ,82, ,14.5, ,60.6, ,53.6, ,57.0, ,97, ,78, ,91, ,54.5, ,7.6, ,182.6, ,53.9, 
6,Davis,Sacramento Valley,2/20/1992,051,0.09, ,0.00, ,311, ,12.1, ,64.9, ,51.2, ,57.8, ,97, ,48, ,74, ,49.5, ,6.3, ,152.2, ,55.7, 
6,Davis,Sacramento Valley,2/21/1992,052,0.01, ,0.39, ,84, ,13.6, ,58.1, ,52.8, ,55.3, ,96, ,85, ,91, ,52.8, ,3.9, ,94.5, ,55.5, 
6,Davis,Sacramento Valley,2/22/1992,053,0.11, ,0.00, ,308, ,11.3, ,65.5, ,48.5, ,57.0, ,100, ,42, ,71, ,47.7, ,8.4, ,202.6, ,55.7, 
6,Davis,Sacramento Valley,2/23/1992,054,0.16, ,0.00, ,357, ,7.8, ,67.6, ,46.1, ,57.8, ,81, ,33, ,48, ,38.2, ,10.1, ,242.1, ,55.1, 
6,Davis,Sacramento Valley,2/24/1992,055,0.09, ,0.00, ,384, ,10.8, ,70.3, ,41.7, ,55.0, ,99, ,37, ,73, ,46.6, ,2.9, ,68.8, ,54.7, 
6,Davis,Sacramento Valley,2/25/1992,056,0.10, ,0.00, ,389, ,11.4, ,76.9, ,44.0, ,58.2, ,97, ,33, ,69, ,47.9, ,3.0, ,72.7, ,55.3, 
6,Davis,Sacramento Valley,2/26/1992,057,0.10, ,0.00, ,382, ,12.0, ,79.4,Y,46.4, ,59.9, ,99, ,29, ,68, ,49.4, ,2.4, ,57.7, ,56.2, 
6,Davis,Sacramento Valley,2/27/1992,058,0.10, ,0.00, ,386, ,11.9, ,72.9, ,44.2, ,58.1, ,100, ,37, ,72, ,49.2, ,3.0, ,70.9, ,56.0, 
6,Davis,Sacramento Valley,2/28/1992,059,0.08, ,0.00, ,298, ,12.2, ,71.3, ,47.4, ,58.2, ,98, ,44, ,73, ,49.7, ,3.0, ,70.9, ,56.0, 
6,Davis,Sacramento Valley,2/29/1992,060,0.07, ,0.00, ,218, ,11.9, ,66.2, ,47.9, ,56.1, ,97, ,51, ,78, ,49.2, ,4.0, ,97.1, ,56.0, 
6,Davis,Sacramento Valley,3/1/1992,061,0.09, ,0.24, ,315, ,11.0, ,65.9, ,50.5, ,57.8, ,90, ,47, ,68, ,47.2, ,5.0, ,121.1, ,56.8, 
6,Davis,Sacramento Valley,3/2/1992,062,0.09, ,0.16, ,239, ,11.6, ,66.2, ,52.8, ,58.4, ,90, ,48, ,69, ,48.5, ,7.1, ,171.1, ,57.1, 
6,Davis,Sacramento Valley,3/3/1992,063,0.12, ,0.00, ,386, ,11.6, ,66.7, ,49.0, ,57.8, ,92, ,55, ,71, ,48.5, ,6.8, ,162.6, ,57.9, 
6,Davis,Sacramento Valley,3/4/1992,064,0.09, ,0.00, ,306, ,10.5, ,62.3, ,46.2, ,55.0, ,91, ,53, ,71, ,45.8, ,6.3, ,150.8, ,57.1, 
6,Davis,Sacramento Valley,3/5/1992,065,0.03, ,1.14, ,152, ,12.1, ,58.8, ,50.4, ,53.7, ,95, ,78, ,86, ,49.7, ,7.2, ,173.3, ,56.4, 
6,Davis,Sacramento Valley,3/6/1992,066,0.07, ,0.59, ,270, ,10.8, ,62.8, ,47.5, ,52.6, ,96, ,50, ,80, ,46.6, ,5.5, ,131.5, ,56.2, 
6,Davis,Sacramento Valley,3/7/1992,067,0.10, ,0.00, ,384, ,9.6, ,64.5, ,42.9, ,53.0, ,90, ,47, ,70, ,43.6, ,5.0, ,119.2, ,56.0, 
6,Davis,Sacramento Valley,3/8/1992,068,0.12, ,0.00, ,432, ,10.2, ,68.4, ,42.4, ,54.0, ,99, ,34, ,71, ,45.0, ,4.8, ,115.5, ,55.9, 
6,Davis,Sacramento Valley,3/9/1992,069,0.10,F,0.00,H,335,H,11.5,H,65.9, ,44.0, ,53.7,H,100,H,93,H,82, ,48.3, ,4.3,H,102.7, ,56.2,H
6,Davis,Sacramento Valley,3/10/1992,070,0.10, ,0.00, ,398, ,11.4, ,69.8, ,42.2, ,54.8, ,100, ,41, ,77, ,47.9, ,3.3, ,78.6, ,56.5, 
6,Davis,Sacramento Valley,3/11/1992,071,0.10, ,0.00, ,370, ,10.9, ,70.0, ,42.6, ,53.5, ,100, ,44, ,78, ,46.8, ,3.1, ,74.0, ,56.5, 
6,Davis,Sacramento Valley,3/12/1992,072,0.12, ,0.04, ,446, ,9.8, ,70.9, ,41.1, ,55.1, ,100, ,35, ,66, ,44.1, ,2.9, ,69.2, ,56.6, 
6,Davis,Sacramento Valley,3/13/1992,073,0.12, ,0.00, ,368, ,9.7, ,64.3, ,46.3, ,54.9, ,97, ,44, ,66, ,43.8, ,5.5, ,133.0, ,56.5, 
6,Davis,Sacramento Valley,3/14/1992,074,0.02, ,0.55, ,109, ,11.3, ,56.9, ,47.0, ,51.7, ,96, ,73, ,86, ,47.7, ,4.9, ,118.1, ,55.5, 
6,Davis,Sacramento Valley,3/15/1992,075,0.06, ,0.16, ,200, ,11.3, ,62.9, ,47.8, ,53.7, ,95, ,60, ,80, ,47.8, ,9.0, ,215.9, ,55.2, 
6,Davis,Sacramento Valley,3/16/1992,076,0.10, ,0.04, ,365, ,10.6, ,64.9, ,45.8, ,53.8, ,94, ,51, ,75, ,46.2, ,7.1, ,170.0, ,55.5, 
6,Davis,Sacramento Valley,3/17/1992,077,0.09, ,0.00, ,352, ,10.3, ,64.4, ,45.9, ,53.8, ,95, ,43, ,73, ,45.2, ,3.7, ,89.7, ,56.5, 
6,Davis,Sacramento Valley,3/18/1992,078,0.12, ,0.00, ,441, ,9.5, ,65.6, ,41.9, ,53.4, ,99, ,37, ,68, ,43.2, ,4.0, ,95.3, ,56.4, 
6,Davis,Sacramento Valley,3/19/1992,079,0.10, ,0.00, ,311, ,9.4, ,67.5, ,43.5, ,54.1, ,90, ,41, ,66, ,42.8, ,4.7, ,113.2, ,56.0, 
6,Davis,Sacramento Valley,3/20/1992,080,0.07, ,0.00, ,248, ,10.6, ,65.8, ,45.8, ,54.9, ,92, ,51, ,72, ,46.0, ,3.7, ,88.6, ,56.0, 
6,Davis,Sacramento Valley,3/21/1992,081,0.13, ,0.00, ,414, ,11.4, ,67.2, ,44.4, ,56.4, ,96, ,45, ,73, ,48.0, ,5.6, ,135.4, ,56.4, 
6,Davis,Sacramento Valley,3/22/1992,082,0.08, ,0.24, ,268, ,12.4, ,66.1, ,52.3, ,57.1, ,92, ,51, ,78, ,50.2, ,5.4, ,130.1, ,57.5, 
6,Davis,Sacramento Valley,3/23/1992,083,0.09, ,0.04, ,355, ,10.9, ,65.6, ,48.6, ,55.8, ,93, ,45, ,72, ,46.7, ,3.4, ,80.5, ,57.9, 
6,Davis,Sacramento Valley,3/24/1992,084,0.11, ,0.00, ,376, ,10.7, ,67.5, ,45.2, ,55.3, ,92, ,46, ,71, ,46.3, ,4.5, ,108.1, ,57.6, 
6,Davis,Sacramento Valley,3/25/1992,085,0.15, ,0.00, ,461, ,11.0, ,71.9, ,46.5, ,59.2, ,90, ,39, ,64, ,47.1, ,4.9, ,117.6, ,58.5, 
6,Davis,Sacramento Valley,3/26/1992,086,0.15, ,0.00, ,500, ,11.9, ,78.0, ,49.5, ,61.2, ,95, ,32, ,64, ,49.1, ,3.1, ,73.9, ,60.1, 
6,Davis,Sacramento Valley,3/27/1992,087,0.18, ,0.00, ,515, ,11.7, ,77.4, ,48.3, ,61.3, ,95, ,32, ,63, ,48.7, ,6.2, ,147.7, ,60.5, 
6,Davis,Sacramento Valley,3/28/1992,088,0.17, ,0.00, ,507, ,11.2, ,68.1, ,50.0, ,57.7, ,87, ,52, ,69, ,47.6, ,8.6, ,206.2, ,60.2, 
6,Davis,Sacramento Valley,3/29/1992,089,0.12, ,0.00, ,382, ,10.2, ,64.8, ,44.0, ,54.7, ,100, ,48, ,70, ,45.0, ,5.1, ,122.5, ,59.3, 
6,Davis,Sacramento Valley,3/30/1992,090,0.07, ,0.00, ,229, ,11.5, ,61.1, ,50.8, ,56.1, ,90, ,64, ,75, ,48.2, ,4.8, ,115.0, ,59.2, 
6,Davis,Sacramento Valley,3/31/1992,091,0.16, ,0.00, ,523, ,11.9, ,75.4, ,45.7, ,59.0, ,93, ,44, ,70, ,49.2, ,4.9, ,117.5, ,59.5, 
6,Davis,Sacramento Valley,4/1/1992,092,0.18, ,0.00, ,550, ,11.9, ,83.7, ,46.8, ,63.0, ,98, ,21, ,61, ,49.2, ,4.5, ,108.7, ,60.8, 
6,Davis,Sacramento Valley,4/2/1992,093,0.15, ,0.00, ,476, ,13.0, ,76.2, ,46.6, ,59.5, ,100, ,40, ,75, ,51.5, ,4.3, ,103.1, ,61.4, 
6,Davis,Sacramento Valley,4/3/1992,094,0.14, ,0.00, ,420, ,12.3, ,73.1, ,47.6, ,59.0, ,100, ,48, ,72, ,50.0, ,6.1, ,147.2, ,61.5, 
6,Davis,Sacramento Valley,4/4/1992,095,0.16, ,0.00, ,518, ,9.6, ,69.2, ,43.1, ,55.3, ,90, ,37, ,64, ,43.6, ,5.2, ,125.6, ,60.7, 
6,Davis,Sacramento Valley,4/5/1992,096,0.18, ,0.00, ,561, ,6.9, ,68.6, ,43.0, ,54.8, ,82, ,26, ,47, ,34.9, ,5.9, ,141.4, ,59.9, 
6,Davis,Sacramento Valley,4/6/1992,097,0.19, ,0.00, ,546, ,7.1, ,69.1, ,41.6, ,54.8, ,85, ,26, ,48, ,35.7, ,5.9, ,140.6, ,59.1, 
6,Davis,Sacramento Valley,4/7/1992,098,0.18, ,0.00, ,563, ,8.1, ,75.3, ,39.5, ,57.7, ,83, ,31, ,50, ,39.1, ,4.0, ,94.8, ,59.0, 
6,Davis,Sacramento Valley,4/8/1992,099,0.19, ,0.00, ,564, ,8.3, ,77.6, ,40.3, ,58.4, ,85, ,27, ,49, ,39.6, ,4.1, ,99.6, ,60.0, 
6,Davis,Sacramento Valley,4/9/1992,100,0.17, ,0.00, ,531, ,11.3, ,73.7, ,44.7, ,59.4, ,84, ,45, ,65, ,47.8, ,5.3, ,127.6, ,60.7, 
6,Davis,Sacramento Valley,4/10/1992,101,0.16, ,0.00, ,479, ,12.1, ,74.8, ,50.5, ,61.6, ,92, ,41, ,65, ,49.6, ,4.4, ,105.2, ,62.7, 
6,Davis,Sacramento Valley,4/11/1992,102,0.08, ,0.16, ,226, ,11.1, ,64.8, ,50.3, ,57.7, ,94, ,51, ,68, ,47.4, ,6.0, ,143.1, ,63.2, 
6,Davis,Sacramento Valley,4/12/1992,103,0.01, ,0.35, ,101, ,14.1, ,58.6, ,50.7, ,55.7, ,96, ,87, ,93, ,53.7, ,5.4, ,129.2, ,61.6, 
6,Davis,Sacramento Valley,4/13/1992,104,0.15, ,0.00, ,503, ,11.6, ,70.6, ,43.6, ,57.8, ,100, ,43, ,71, ,48.4, ,3.3, ,80.2, ,61.9, 
6,Davis,Sacramento Valley,4/14/1992,105,0.17, ,0.00, ,542, ,11.6, ,73.2, ,47.2, ,59.1, ,98, ,42, ,67, ,48.4, ,4.5, ,107.2, ,63.3, 
6,Davis,Sacramento Valley,4/15/1992,106,0.12, ,0.00, ,383, ,11.9, ,69.9, ,51.2, ,59.3, ,91, ,48, ,69, ,49.1, ,4.9, ,118.0, ,63.6, 
6,Davis,Sacramento Valley,4/16/1992,107,0.12, ,0.00, ,351, ,14.2, ,72.7, ,51.6, ,62.3, ,94, ,56, ,74, ,53.8, ,5.3, ,127.1, ,63.9, 
6,Davis,Sacramento Valley,4/17/1992,108,0.22, ,0.00, ,544, ,11.5, ,76.9, ,54.4, ,65.5, ,85, ,20, ,54, ,48.3, ,7.4, ,177.9, ,65.5, 
6,Davis,Sacramento Valley,4/18/1992,109,0.35, ,0.00, ,606, ,6.9, ,76.4, ,53.3, ,64.6, ,48, ,22, ,33, ,34.9, ,16.2, ,388.2, ,63.2, 
6,Davis,Sacramento Valley,4/19/1992,110,0.27, ,0.00, ,567, ,8.4, ,82.9, ,53.6, ,68.8, ,73, ,21, ,35, ,40.0, ,8.5, ,204.6, ,63.4, 
6,Davis,Sacramento Valley,4/20/1992,111,0.19, ,0.00, ,513, ,12.4, ,79.7, ,51.9, ,64.1, ,82, ,36, ,61, ,50.2, ,5.0, ,119.8, ,64.5, 
6,Davis,Sacramento Valley,4/21/1992,112,0.19, ,0.00, ,551, ,10.1, ,74.9, ,48.1, ,61.2, ,85, ,30, ,55, ,44.8, ,5.1, ,123.0, ,64.7, 
6,Davis,Sacramento Valley,4/22/1992,113,0.20, ,0.00, ,579, ,7.4, ,70.9, ,44.5, ,57.2, ,70, ,30, ,46, ,36.9, ,4.7, ,113.1, ,63.5, 
6,Davis,Sacramento Valley,4/23/1992,114,0.22, ,0.00, ,552, ,7.7, ,76.7, ,44.5, ,60.1, ,76, ,23, ,43, ,37.8, ,6.1, ,145.6, ,62.4, 
6,Davis,Sacramento Valley,4/24/1992,115,0.17, ,0.00, ,482, ,10.5, ,81.3, ,47.6, ,63.6, ,74, ,31, ,53, ,45.9, ,3.7, ,88.9, ,67.6,H
6,Davis,Sacramento Valley,4/25/1992,116,0.22, ,0.00, ,582, ,10.5, ,85.2, ,47.8, ,66.0, ,83, ,27, ,48, ,45.8, ,3.8, ,91.5, ,70.7, 
6,Davis,Sacramento Valley,4/26/1992,117,0.23, ,0.00, ,553, ,10.0, ,78.7, ,48.9, ,63.4, ,79, ,28, ,50, ,44.5, ,7.1, ,171.5, ,68.6, 
6,Davis,Sacramento Valley,4/27/1992,118,0.21, ,0.00, ,592, ,13.2, ,83.8, ,49.7, ,66.8, ,92, ,40, ,59, ,51.9, ,4.1, ,99.3, ,68.7, 
6,Davis,Sacramento Valley,4/28/1992,119,0.23, ,0.00, ,586, ,14.5, ,89.7, ,53.9, ,71.3, ,81, ,32, ,55, ,54.5, ,5.0, ,119.2, ,69.7, 
6,Davis,Sacramento Valley,4/29/1992,120,0.20, ,0.00, ,455, ,10.8, ,78.4, ,55.6, ,66.3, ,82, ,23, ,49, ,46.5, ,6.5, ,156.9, ,68.8, 
6,Davis,Sacramento Valley,4/30/1992,121,0.18, ,0.00, ,512, ,12.6, ,76.1, ,51.4, ,63.0, ,87, ,41, ,64, ,50.7, ,4.7, ,113.2, ,67.9, 
6,Davis,Sacramento Valley,5/1/1992,122,0.25, ,0.00, ,617, ,10.3, ,82.3, ,48.5, ,65.3, ,90, ,27, ,48, ,45.2, ,6.5, ,156.9, ,69.9, 
6,Davis,Sacramento Valley,5/2/1992,123,0.26, ,0.00, ,628, ,10.0, ,91.0, ,55.5, ,72.0, ,54, ,20, ,37, ,44.6, ,5.0, ,119.9, ,70.9, 
6,Davis,Sacramento Valley,5/3/1992,124,0.26, ,0.00, ,629, ,11.6, ,93.1, ,54.0, ,73.6, ,65, ,23, ,41, ,48.5, ,4.7, ,113.2, ,70.8, 
6,Davis,Sacramento Valley,5/4/1992,125,0.25, ,0.00, ,625, ,14.3, ,96.2, ,53.2, ,74.1, ,82, ,26, ,50, ,54.1, ,4.5, ,108.3, ,71.4, 
6,Davis,Sacramento Valley,5/5/1992,126,0.25, ,0.00, ,618, ,15.2, ,91.5, ,54.9, ,71.8, ,85, ,35, ,57, ,55.9, ,5.8, ,140.1, ,72.0, 
6,Davis,Sacramento Valley,5/6/1992,127,0.21, ,0.00, ,561, ,14.6, ,79.4, ,55.8, ,65.7, ,84, ,51, ,68, ,54.6, ,6.9, ,164.8, ,70.9, 
6,Davis,Sacramento Valley,5/7/1992,128,0.21, ,0.00, ,592, ,14.7, ,82.3, ,53.2, ,66.6, ,93, ,44, ,66, ,54.9, ,5.0, ,119.8, ,70.9, 
6,Davis,Sacramento Valley,5/8/1992,129,0.22, ,0.00, ,582, ,15.1, ,90.3, ,53.3, ,72.3, ,92, ,33, ,56, ,55.7, ,4.2, ,101.3, ,73.8, 
6,Davis,Sacramento Valley,5/9/1992,130,0.45, ,0.00, ,642, ,8.6, ,87.1, ,66.5, ,76.8, ,36, ,20, ,27, ,40.5, ,17.7, ,425.2, ,72.5, 
6,Davis,Sacramento Valley,5/10/1992,131,0.33, ,0.00, ,648, ,11.7, ,91.5, ,61.8, ,76.4, ,64, ,26, ,38, ,48.7, ,9.7, ,232.5, ,71.3, 
6,Davis,Sacramento Valley,5/11/1992,132,0.26, ,0.00, ,633, ,14.1, ,84.4, ,59.5, ,69.5, ,70, ,44, ,57, ,53.7, ,7.9, ,190.1, ,71.5, 
6,Davis,Sacramento Valley,5/12/1992,133,0.24, ,0.00, ,610, ,11.7, ,79.2, ,52.9, ,64.2, ,76, ,34, ,57, ,48.6, ,8.2, ,198.0, ,70.6, 
6,Davis,Sacramento Valley,5/13/1992,134,0.23, ,0.00, ,609, ,11.8, ,81.6, ,48.6, ,64.0, ,78, ,40, ,58, ,49.0, ,6.0, ,145.0, ,69.9, 
6,Davis,Sacramento Valley,5/14/1992,135,0.24, ,0.00, ,611, ,12.2, ,82.5, ,51.9, ,64.7, ,81, ,40, ,58, ,49.7, ,6.4, ,154.1, ,72.0, 
6,Davis,Sacramento Valley,5/15/1992,136,0.22, ,0.00, ,632, ,12.6, ,80.6, ,47.7, ,62.8, ,92, ,42, ,64, ,50.7, ,5.7, ,136.4, ,71.8, 
6,Davis,Sacramento Valley,5/16/1992,137,0.22, ,0.00, ,599, ,13.1, ,85.4, ,50.6, ,65.8, ,92, ,37, ,60, ,51.6, ,5.1, ,122.0, ,71.7, 
6,Davis,Sacramento Valley,5/17/1992,138,0.25, ,0.00, ,652, ,12.3, ,87.5, ,50.3, ,67.8, ,85, ,28, ,53, ,50.1, ,5.6, ,133.5, ,71.7, 
6,Davis,Sacramento Valley,5/18/1992,139,0.24, ,0.00, ,604, ,13.3, ,83.6, ,54.5, ,67.6, ,80, ,43, ,58, ,52.2, ,6.7, ,159.8, ,71.3, 
6,Davis,Sacramento Valley,5/19/1992,140,0.25, ,0.00, ,612, ,12.3, ,77.5, ,53.7, ,64.7, ,79, ,44, ,59, ,50.1, ,8.1, ,195.2, ,70.1, 
6,Davis,Sacramento Valley,5/20/1992,141,0.26, ,0.00, ,645, ,11.7, ,80.6, ,49.1, ,66.3, ,86, ,33, ,53, ,48.7, ,7.0, ,167.3, ,69.1, 
6,Davis,Sacramento Valley,5/21/1992,142,0.31, ,0.00, ,673, ,10.2, ,89.1, ,56.4, ,72.4, ,65, ,21, ,38, ,45.1, ,7.9, ,190.4, ,69.2, 
6,Davis,Sacramento Valley,5/22/1992,143,0.27, ,0.00, ,643, ,12.3, ,95.1, ,51.3, ,73.5, ,74, ,25, ,44, ,49.9, ,5.0, ,120.1, ,73.2, 
6,Davis,Sacramento Valley,5/23/1992,144,0.26, ,0.00, ,653, ,14.9, ,94.1, ,53.6, ,73.0, ,84, ,32, ,54, ,55.2, ,5.0, ,121.0, ,74.6, 
6,Davis,Sacramento Valley,5/24/1992,145,0.25, ,0.00, ,648, ,15.0, ,90.4, ,53.8, ,69.3, ,83, ,41, ,61, ,55.5, ,6.6, ,158.8, ,73.7, 
6,Davis,Sacramento Valley,5/25/1992,146,0.24, ,0.00, ,604, ,15.0, ,89.5, ,52.8, ,70.5, ,92, ,37, ,59, ,55.4, ,5.9, ,140.7, ,73.1, 
6,Davis,Sacramento Valley,5/26/1992,147,0.23, ,0.00, ,612, ,15.6, ,89.4, ,54.5, ,71.7, ,84, ,39, ,59, ,56.5, ,4.7, ,113.0, ,73.5, 
6,Davis,Sacramento Valley,5/27/1992,148,0.26, ,0.00, ,599, ,15.1, ,92.6, ,57.9, ,73.5, ,81, ,32, ,53, ,55.6, ,6.3, ,152.3, ,73.8, 
6,Davis,Sacramento Valley,5/28/1992,149,0.24, ,0.00, ,632, ,15.5, ,88.4, ,56.0, ,69.8, ,83, ,39, ,62, ,56.3, ,5.4, ,130.7, ,73.4, 
6,Davis,Sacramento Valley,5/29/1992,150,0.25, ,0.00, ,636, ,15.9, ,91.7, ,54.0, ,72.3, ,90, ,37, ,59, ,57.0, ,5.0, ,121.2, ,76.6,H
6,Davis,Sacramento Valley,5/30/1992,151,0.26, ,0.00, ,650, ,16.7, ,94.9, ,58.6, ,74.1, ,83, ,39, ,58, ,58.4, ,4.7, ,113.9, ,79.9, 
6,Davis,Sacramento Valley,5/31/1992,152,0.27, ,0.00, ,653, ,16.2, ,95.4, ,57.1, ,74.2, ,83, ,31, ,56, ,57.5, ,5.7, ,137.7, ,78.7, 
6,Davis,Sacramento Valley,6/1/1992,153,0.26, ,0.00, ,649, ,16.6, ,92.9, ,57.2, ,73.3, ,81, ,40, ,59, ,58.2, ,5.0, ,120.7, ,78.1, 
6,Davis,Sacramento Valley,6/2/1992,154,0.25, ,0.00, ,644, ,17.5, ,97.8, ,58.2, ,74.6, ,84, ,36, ,60, ,59.7, ,4.3, ,104.0, ,78.4, 
6,Davis,Sacramento Valley,6/3/1992,155,0.26, ,0.00, ,657, ,17.4, ,95.1, ,59.5, ,74.2, ,81, ,39, ,60, ,59.5, ,5.1, ,123.1, ,78.6, 
